Season,State,Area(hec),Production(Ton),Fertilizer,Pesticide,Yield(Ton/hector)
2,25,622100,1015900,60463480,177409,1.6330172
1,34,1310585,4424392,204954477.4,426493.05,3.375890919
2,59,5631949,11938078,934523048.4,1348667.76,2.11970634
1,0,400402,1191244,61039290.88,146152.76,2.975120004
1,59,26051,74184,1992315.75,3117.85,2.847645004
1,0,319480,573189,28622130.4,67675.2,1.794131088
1,23,9791,39910,174136.72,943.89,4.076192422
2,43,35471,115996,2510919.58,5513.04,3.27016436
1,59,25659,79891,2407189.84,3493.83,3.11356639
2,42,964087,3088937,164591583.1,353712.19,3.204002336
3,20,3761,11855,615889.07,2022.14,3.152087211
3,42,54629,158046,4407178.42,10110.96,2.893078768
2,16,1424765,2668600,222315001.6,535410.7,1.873010637
3,4,148,187,980256.8,2976.32,1.263513514
0,23,32678,43762,2918745.76,3862.38,1.339188445
2,49,261663,545186,37458780.4,75115.53,2.083542572
3,42,53889,109350,3128616.13,10705.59,2.029171074
2,16,1491300,2488600,188453923,322086,1.66874539
2,4,50619,25789,5464552.49,8136.18,0.509472728
3,2,980642.41,901045,105242798.7,202934.9061,0.918831361
0,23,32570,41908,3658812.8,68.7,1.286705557
2,11,2849000,11390000,427629200,877190,3.997893998
2,56,1634921,5097447,245807674.2,536523.93,3.117855236
2,49,273582,663755,41072750.08,97961.16,2.426164733
1,42,209257,935326,21670903.38,40943.97,4.469747726
2,45,15874,21957,568351.2,1603.46,1.383205241
3,0,1636050,2574284,175249657,337570.5,1.573475138
1,20,17370,61915,1983471.2,3426.9,3.564478987
0,34,210036,493651,29348101.64,53709.72,2.350316136
2,53,4325,15281,1319072,4356.5,3.533179191
3,42,51782,106072,4116061.6,12016.78,2.048433819
2,49,261663,545186,38458780.4,78115.53,2.083542572
2,43,15169,40864,556366.27,1297.61,2.693915222
2,49,115481,114116,9409522.8,27489.49,0.988179874
0,34,288129,605612,32552429.68,54507.09,2.101877978
2,63,150000,223400,13200500,34500,1.489333333
1,59,2829,6741,711074.23,2264.46,2.382820785
0,58,120217,235849,8877439.6,25862.93,1.961860635
3,23,62892,117116,8446990.12,9094.08,1.862176429
1,59,26051,74184,1992315.75,3117.85,2.847645004
3,44,495113,1690109,71742258.48,154387.29,3.413582354
2,49,115481,114116,9409522.8,27489.49,0.988179874
3,0,1890960,3767357,286789620,652836,1.992298621
2,56,1634921,5097447,244807674.2,533523.93,3.117855236
0,23,33494,78214,4432726.8,8722.9,2.335164507
3,56,1504200,4872200,147614960,433218,3.239063954
0,58,120217,235849,8877439.6,25862.93,1.961860635
1,58,37186,83239,2680670.28,5924.64,2.238449954
2,17,1634912,1325175,216097260.8,255585.92,0.810548213
1,59,21621,45666,2092667.84,1054.11,2.112113223
1,59,26051,74184,992315.75,117.85,2.847645004
0,0,276486,338015,45316934.72,88240.38,1.222539297
2,49,273582,663755,42072750.08,100961.16,2.426164733
3,9,2684379,7141115,448687170.1,882845.07,2.660248422
2,10,1905726,5792415,314560145.9,451374.24,3.039479442
2,25,726000,1376300,94848400,110160,1.895730028
3,34,4001936,9649942,510087246.6,877425.92,2.411318422
2,53,42779,103606,3199614.43,8122.54,2.421889245
2,42,1075993,2770413,127033080.6,219958.53,2.574750022
1,34,1366273,4166145,138537461.5,352230.98,3.049277121
2,25,722100,1225500,102289184,61989,1.697133361
3,44,495113,1690109,73742258.48,160387.29,3.413582354
0,2,854570,464250,81893136.9,216188.2,0.543255672
3,20,3761,11855,615889.07,2022.14,3.152087211
3,42,53889,109350,2128616.13,7705.59,2.029171074
2,48,5848,16826,51454.4,953.2,2.877222982
2,40,80579,137418,5229533.27,11950.54,1.705382296
2,42,1096198,2678951,114339493.7,289973.46,2.443856858
1,25,23900,83800,365622,264,3.506276151
1,0,400873,1145512,62021600.6,131305.55,2.857543412
1,20,14703,55577,1253234.75,2146.05,3.779976875
3,44,742508,2533895,119434797.6,256877.8,3.41261643
0,9,581128,1010341,86727082.88,188772.24,1.738585991
1,9,116220,166198,10591274.8,18406.2,1.430029255
0,22,34235,94357,4880203.6,9666.95,2.756155981
2,11,2800000,10437000,302352000,585000,3.7275
3,2,3167000,4702000,498100970,1039110,1.484685823
3,0,1707340,2594392,203744212.8,355541.4,1.519552052
2,17,2027000,3546790,317083570,659910,1.749773064
3,42,40896,102639,1909063.04,958.08,2.509756455
2,25,728300,1423800,119977913,171792,1.954963614
0,9,533233,503448,61945301.36,105978.93,0.944142617
3,10,1204714,3940959,194404610.8,418649.9,3.271281815
1,20,14703,55577,253234.75,853.95,3.779976875
2,11,2519000,7940000,246877200,724510,3.152044462
2,56,2578000,8191000,342905200,409480,3.177269201
3,53,10920,26585,186078.8,3379.2,2.43452381
3,63,4520,12220,286246.8,1508.4,2.703539823
1,59,18849,48358,514456.6,2984.16,2.565547244
1,42,278414,851657,39029377.44,82876.62,3.05895896
3,53,13961,30220,620653.2,1951.31,2.16460139
2,4,55880,105713,4707024.4,11528.8,1.89178597
2,22,253067,602947,29347794.64,50144.07,2.382558769
2,56,2382500,5218300,225742525,735575,2.190262329
1,42,324525,990578,40291635,42924,3.052393498
1,34,1221076,3875100,201554651.5,393955.08,3.173512541
2,25,665600,1157300,70111104,133776,1.738731971
1,53,4574,13942,1415854.46,4993.72,3.048097945
2,20,270608,551716,38166138.56,34003.36,2.038801514
2,17,1634912,1325175,217097260.8,258585.92,0.810548213
1,34,1185381,4005685,180659638.3,411883.35,3.379238405
1,2,234000,782000,35950940,74220,3.341880342
3,2,849093,1248966,127179079.3,277200.69,1.470941346
3,34,3999653,10259384,669021870.6,1316885.49,2.56506852
3,43,14130,39236,133064.8,1337.1,2.776786978
3,56,1221899,4328458,201692520.5,394226.67,3.542402441
2,10,2000212,7374681,314853476.9,657069.96,3.686949683
3,9,2842875,4684328,404644840,249858.75,1.647743218
3,0,1888683,3727039,296241932.5,617265.39,1.97335339
1,34,1185381,4005685,179659638.3,408883.35,3.379238405
1,42,255223,869134,40754956.96,78223.59,3.40539058
0,2,153608.9,105328,13641988.23,23257.869,0.685689436
3,9,2907199,4589705,286754557,694727.76,1.578737816
3,42,50456,102312,3776669.52,9614,2.027746948
1,42,364244,1131350,42680140.48,73491.24,3.106022337
3,34,4010973,10410533,601854728.4,1234401.63,2.595513109
3,0,1880737,3709081,270747689.1,504798.99,1.972142304
1,42,346510,1057933,52993188.2,55906.7,3.053109578
3,63,1000,2000,1901020,5760,2
0,0,238178,308745,32917242.4,64835.18,1.296278414
3,43,10543,28582,289925.4,2309.95,2.710993076
1,34,1185381,4005685,178659638.3,405883.35,3.379238405
2,31,244000,645600,34393000,76400,2.645901639
0,22,38136,101574,4844342,10347.6,2.66346759
2,45,9501,17636,495837.44,610.38,1.85622566
1,20,14703,55577,253234.75,853.95,3.779976875
3,43,16213,43642,720685.69,1377.51,2.691790538
3,43,14130,39236,133064.8,1337.1,2.776786978
1,9,60399,128812,9374132.24,19347.63,2.132684316
3,63,5670,16050,26120.8,902.1,2.830687831
2,20,270608,551716,40166138.56,40003.36,2.038801514
2,16,1528100,3001640,229437480,470711,1.96429553
2,22,255487,491430,24242115.6,71091.23,1.923502957
0,9,525890,471321,80944179.8,86401.3,0.896234954
2,42,1075993,2770413,128033080.6,222958.53,2.574750022
1,42,343122,1035706,48080170.88,27880.98,3.018477393
0,58,60418,160894,8540606.38,16937.94,2.663014333
2,10,2204046,7225373,231915402,589092.42,3.278231489
2,17,5514025,6663769,583203473.3,1482786.75,1.208512656
0,2,854570,464250,80893136.9,213188.2,0.543255672
3,9,2842875,4684328,403644840,246858.75,1.647743218
2,40,83273,85653,6883454.91,17818.25,1.028580692
3,0,1888683,3727039,296241932.5,617265.39,1.97335339
2,56,2487000,7167000,373039600,764970,2.881785283
0,4,20064,23583,2028861.44,3621.12,1.175388756
2,16,1487200,2590400,149887736,380672,1.741796665
2,24,3939826,6300825,657999651.5,1294142.58,1.59926479
2,56,1634921,5097447,244807674.2,533523.93,3.117855236
2,2,4273000,3278000,401524910,1059250,0.767142523
1,53,2015,5831,662447.2,2335.05,2.893796526
3,42,52005,106335,4105330.85,10521.3,2.04470724
3,0,1636050,2574284,174249657,334570.5,1.573475138
2,4,16862,36979,415898.5,3098.3,2.193037599
2,49,250044,492732,26089766.96,49509.24,1.970581178
2,17,1634912,1325175,216097260.8,255585.92,0.810548213
2,56,2640870,6949186,335265507.7,574991.4,2.631400258
3,0,1636050,2574284,175249657,337570.5,1.573475138
3,43,17330,54665,284676.6,1840.8,3.154356607
0,10,206535,847692,33474451.6,70417.95,4.104350352
0,34,320822,653044,33757855.48,64372.62,2.035533723
2,1,1244000,4041000,177745560,329880,3.248392283
2,10,2204046,7225373,231915402,589092.42,3.278231489
2,20,270608,551716,40166138.56,40003.36,2.038801514
2,24,3828992,5567644,377993628.2,915958.08,1.454075642
2,31,122690,257580,17501652,35033.9,2.099437607
2,11,2802000,11236000,433607640,467340,4.009992862
3,56,712766,2272773,65477557.22,172191.5,3.188666407
2,40,80579,137418,6229533.27,14950.54,1.705382296
2,20,273662,540128,32949374.02,54205.64,1.973704789
2,17,2027000,3546790,316083570,656910,1.749773064
1,59,23642,59496,2960507.84,4801.86,2.516538364
1,42,185162,587711,26922429.6,54400.22,3.174036789
1,34,1556662,4358011,220664932.5,134099.58,2.799587194
2,20,259805,523203,30657987,29568.8,2.013829603
3,23,63889,162321,9973574.64,20638.93,2.540672103
3,2,849093,1248966,126179079.3,274200.69,1.470941346
3,53,12061,33581,540310.31,346.58,2.784263328
2,1,1072545,3606000,142077503,168607.2,3.362096695
3,56,865734,3111263,84690351.32,204776.16,3.593786313
3,58,100824,285614,13568059.76,24222.48,2.832797747
1,42,343122,1035706,47080170.88,24880.98,3.018477393
0,0,238178,308745,33917242.4,67835.18,1.296278414
2,10,1905726,5792415,314560145.9,451374.24,3.039479442
2,31,237000,508140,36424670,75210,2.144050633
2,56,2812400,7005800,276865120,812596,2.491039681
2,31,244000,645600,35393000,79400,2.645901639
2,43,35471,115996,1510919.58,2513.04,3.27016436
1,42,255223,869134,40754956.96,78223.59,3.40539058
1,20,13953,44845,1196760.32,2302.14,3.214004157
3,53,11411,28051,477772.6,4174.24,2.458242047
2,23,105402,149742,9413717.6,27566.58,1.42067513
2,45,13000,22230,140480,4830,1.71
3,2,954735.25,536165,113491851.2,197494.4025,0.561585005
2,59,5837445,12434053,920790939.9,1923356.85,2.130050562
2,49,126799,164538,17137328.96,8411.91,1.29762853
3,2,3379000,5338000,429532090,737380,1.579757325
1,34,1221076,3875100,203554651.5,399955.08,3.173512541
2,11,2802000,11236000,435607640,473340,4.009992862
3,44,297475,850259,45974277.25,95166.75,2.858253635
1,34,1366273,4166145,137537461.5,349230.98,3.049277121
0,9,534477,477325,56905238.18,109240.17,0.8930693
3,2,3130820,6280410,504819004,1086787,2.005995234
2,43,15169,40864,443633.73,1702.39,2.693915222
2,16,1339000,2330000,125432630,409090,1.740104556
2,56,2426073,6500545,246774835.5,627778.98,2.679451525
1,53,3941,12049,1377676.69,4699.47,3.057345851
1,58,47290.01,149217,6922022.475,12605.7033,3.155359874
2,43,24411,60556,3192833.36,6032.07,2.480684937
3,42,53480,99699,4461912.4,10904.8,1.864229619
2,56,1563887,5243250,252662471.4,544360.45,3.352703872
3,58,148893,335529,14131067.62,25267.53,2.253490762
3,23,63883,162272,8057739.52,18275.54,2.5401437
1,59,25659,79891,2407189.84,3493.83,3.11356639
2,43,52177,147236,5257065.84,7957.17,2.821856373
2,56,2487000,7167000,373039600,764970,2.881785283
0,58,116540,235838,10902230.2,27300.4,2.023665694
2,17,2027000,3546790,316083570,656910,1.749773064
2,16,1488200,2098200,156231588,297522,1.409891144
2,4,62372,95115,5162353.6,15087.88,1.524963124
2,40,75380,111252,10367304,20367.8,1.475882197
2,59,5631949,11938078,933523048.4,1345667.76,2.11970634
2,16,1339000,2330000,126432630,412090,1.740104556
1,59,25121,54221,3172849.31,3029.04,2.158393376
2,31,212680,480240,34328274.8,48043.2,2.258040248
1,10,339990,1463054,55396682.4,116796.3,4.303226565
3,0,1793994,2692709,189396583.2,481378.38,1.50095764
2,59,5837298,14353736,878264538.4,1803562.38,2.458969201
3,53,10920,26585,1186078.8,6379.2,2.43452381
0,23,32604,37918,2349373.6,783.36,1.162986137
0,34,212132,453439,33237246.52,44911.68,2.137532291
3,2,1014731.14,1306932,134365134.1,159356.9824,1.287958897
3,58,147384,266674,12588068.32,29372.16,1.809382294
1,53,4647,12395,380090.2,2256.48,2.667312244
3,53,10920,26585,1186078.8,6379.2,2.43452381
3,56,1406000,5133000,186560400,221960,3.650782361
2,48,7248,20198,785815.04,3608.16,2.786699779
3,0,1888683,3727039,297241932.5,620265.39,1.97335339
0,0,398316,398077,45766054.72,77646.36,0.999399974
2,43,33728,90072,193029.76,568,2.670540797
1,59,27063,70171,2910332.87,4307.01,2.592875882
2,56,2062870,5956396,319436403.4,344687.9,2.887431588
1,34,1406078,4198595,131113404.3,345519.5,2.986032781
2,10,1396651,3222776,136240516,329196.24,2.307502733
1,9,116220,166198,9591274.8,15406.2,1.430029255
3,63,1000,2000,1901020,5760,2
0,2,797000,743000,82585610,209190,0.932245922
0,0,340830,334655,52108130.6,54941.1,0.981882463
2,56,2921793,7509866,484339035.2,698230.32,2.570293652
0,23,32604,37918,3349373.6,2216.64,1.162986137
1,42,346510,1057933,52993188.2,55906.7,3.053109578
2,56,2848794,7056175,298342507.2,757174.38,2.476898997
2,43,52191,121679,4962279.4,2350.56,2.331417294
2,63,201860,491660,28935045,64651,2.435648469
0,4,20064,23583,2028861.44,3621.12,1.175388756
1,53,4710,12773,1217621.9,4869.6,2.711889597
1,20,14703,55577,253234.75,853.95,3.779976875
3,53,10920,26585,2186078.8,9379.2,2.43452381
3,43,17330,54665,284676.6,1840.8,3.154356607
0,22,38136,101574,4844342,10347.6,2.66346759
2,25,583500,472600,55282195,145710,0.809940017
3,44,1585062,5900447,270250249.1,580472.94,3.722533882
3,23,63862,162180,6786851.5,13351.7,2.53953838
3,58,162445,336416,14947225.65,39235.7,2.070953246
2,53,4325,15281,2319072,7356.5,3.533179191
2,53,3817,12250,397257.53,1740.39,3.209326696
1,20,13953,44845,1196760.32,2302.14,3.214004157
2,20,271671,520831,23889995.58,56201.04,1.917138745
3,23,62892,117116,8446990.12,9094.08,1.862176429
2,22,242966,627175,32753856.64,15866.94,2.581328252
3,53,10920,26585,1186078.8,6379.2,2.43452381
3,34,4010973,10410533,603854728.4,1240401.63,2.595513109
2,63,141000,205000,10930800,31890,1.453900709
2,43,27730,78489,2378844.3,3150.9,2.830472413
3,63,1000,2000,901020,2760,2
1,20,5655,21126,440268.1,1642.8,3.735809019
2,53,4237,12794,290217.76,1601.79,3.019589332
0,34,283859,575294,34251632.89,56448.98,2.026689307
2,20,259805,523203,32657987,35568.8,2.013829603
0,34,283859,575294,35251632.89,59448.98,2.026689307
1,34,1286995,4338142,184957907.6,344488.65,3.3707528
1,53,5689,15537,2383653.74,7805.31,2.73105994
0,4,22633,25671,1270242.17,110.91,1.134228781
3,4,486,1113,926633.44,2839.62,2.290123457
2,53,4298,16082,302864.4,1495.7,3.741740344
0,4,20064,23583,2028861.44,3621.12,1.175388756
1,53,4515,16626,267667,1419.75,3.682392027
2,2,4273000,3278000,402524910,1062250,0.767142523
3,2,3222020,8052660,551414155.2,1186147.4,2.499258229
2,31,244000,645600,36393000,82400,2.645901639
1,16,69640,161900,9672330,21374,2.324813326
2,40,82125,116997,6113950,17816.25,1.424621005
2,42,1087967,2393946,109114069.7,276871.42,2.200384754
2,16,1339000,2330000,124432630,406090,1.740104556
2,42,1120549,2792657,109004295.3,288342.74,2.492222116
2,56,2873949,8563334,480443936.5,945403.17,2.979640209
2,16,1516400,2784600,251027328,491412,1.83632287
1,58,47290.01,149217,3922022.475,3605.7033,3.155359874
3,4,486,1113,1926633.44,5839.62,2.290123457
2,40,80579,137418,7229533.27,17950.54,1.705382296
1,9,125349,213158,11305511.33,29590.74,1.700516159
2,24,3937796,6637737,653107293.6,942071.04,1.685647758
2,49,273582,663755,41072750.08,97961.16,2.426164733
2,45,15874,21957,568351.2,1603.46,1.383205241
3,56,871135,3208328,93378765.9,179938.35,3.682928593
0,34,425002,740688,39990197.6,117250.58,1.742787093
1,9,124429,236446,10841907.93,35572.99,1.900248334
1,20,14703,55577,746765.25,3853.95,3.779976875
2,1,1027505,2726000,103939085.6,264151.3,2.653028452
3,0,1857410,3655430,278097428,569797.1,1.968025369
1,9,116220,166198,8591274.8,12406.2,1.430029255
2,56,1705555,4356822,245435642,457499.85,2.554489301
2,11,2849000,11390000,427629200,877190,3.997893998
2,49,131000,220000,19075750,42850,1.679389313
1,34,1290020,4351753,193741419.2,422706.6,3.373399637
3,0,1879539,4082738,303861225.8,654838.65,2.172201801
3,53,10324,23489,1270523.52,5593.08,2.275184037
2,43,15169,40864,443633.73,1702.39,2.693915222
2,22,265999,718304,41560152.48,78779.67,2.700401129
0,2,145866,88110,22033700.06,45135.78,0.60404755
3,4,148,187,980256.8,2976.32,1.263513514
3,42,40896,102639,4909063.04,8041.92,2.509756455
3,56,1455643,5326634,173560708.6,302685.03,3.659299705
1,16,25100,50500,464067,526,2.011952191
3,56,1221899,4328458,201692520.5,394226.67,3.542402441
3,0,1635230,2288114,160560724,471216.7,1.399261266
3,56,644417,2991289,103524437.4,222545.95,4.641853024
4,4,56460,107740,4770683.2,5856.6,1.908253631
2,43,41000,96568,3024970,7660,2.355317073
3,9,2842875,4684328,405644840,252858.75,1.647743218
3,56,1165454,3581740,121689633,308672.58,3.073257289
3,43,13614,36579,149786.74,1507.38,2.686866461
2,22,254254,711831,34737160.46,62648.58,2.799684567
3,43,15980,42773,1654437.8,835.2,2.676658323
3,2,3376000,5910000,449358400,537160,1.750592417
2,42,1079193,2599170,105624268.4,309965.97,2.408438528
2,11,3046000,12638000,463799500,1057100,4.149047932
1,25,24600,74300,1950032,2166,3.020325203
3,23,13624,63050,209812.8,1231.6,4.627862595
3,53,10920,26585,3186078.8,12379.2,2.43452381
2,24,4052587,8793273,620058957.8,1415405.45,2.16979253
1,58,47290.01,149217,2922022.475,605.7033,3.155359874
2,4,50619,25789,5464552.49,8136.18,0.509472728
1,16,42800,111200,5461088,11124,2.598130841
3,44,495113,1690109,73742258.48,160387.29,3.413582354
0,2,153608.9,105328,14641988.23,26257.869,0.685689436
3,23,13624,63050,1209812.8,1768.4,4.627862595
3,42,43861,144235,1751900.74,210.81,3.288456716
2,43,27630,77109,2234297.5,3670.5,2.790770901
2,40,71613,114785,9274750.72,21212.94,1.602851438
2,53,3817,12250,1397257.53,4740.39,3.209326696
0,0,539665,557764,48978913.05,128312.9,1.033537472
0,34,339753,719205,32628751.94,78540.72,2.11684665
2,45,14790,21220,400169.3,697.5,1.434753212
3,58,157004,343792,12863568.68,33251,2.189702173
2,10,1493276,4050334,222186020.8,453915.56,2.712381368
0,34,425002,740688,38990197.6,114250.58,1.742787093
2,16,1457100,2466400,152642023,387417,1.692677236
1,34,1376387,4257111,147117767.6,283041.27,3.092960773
3,0,1793994,2692709,187396583.2,475378.38,1.50095764
1,16,25100,50500,1535933,5474,2.011952191
0,23,32678,43762,1918745.76,862.38,1.339188445
1,59,24695,61514,1847974.9,1801.85,2.490949585
2,17,2027000,3546790,319083570,665910,1.749773064
0,0,307988,355825,50159886.68,70917.12,1.155320987
2,16,1500400,2768600,147509592,357096,1.845241269
3,58,162445,336416,13947225.65,36235.7,2.070953246
2,20,246539,620027,35815100.16,84684.82,2.514924616
3,0,1646992,2238765,218708732.8,260518.72,1.359305328
0,2,678000,563000,109622580,153720,0.830383481
3,0,1707340,2594392,202744212.8,352541.4,1.519552052
3,0,1879539,4082738,302861225.8,651838.65,2.172201801
2,4,16804,36471,1653519.64,2545.32,2.170376101
0,4,25826,26644,3326371.52,5522.58,1.031673507
2,16,1491300,2488600,188453923,322086,1.66874539
2,49,275861,344823,40643976.56,88034.13,1.249988219
3,56,1377866,4881871,212699080.1,228237.22,3.543066597
0,2,153608.9,105328,13641988.23,23257.869,0.685689436
1,59,18175,40620,1321129.25,998.5,2.234938102
0,2,797000,743000,82585610,209190,0.932245922
2,40,78571,121453,9481371.4,9571.36,1.545773886
3,42,48096,118479,6260572.16,12871.68,2.463385729
1,9,124874,246807,10252877.62,24715.98,1.97644826
1,22,70742,232551,9474352.4,18759.7,3.287311639
3,9,2842875,4684328,403644840,246858.75,1.647743218
2,59,5631949,11938078,933523048.4,1345667.76,2.11970634
0,2,614160.1,418254,59789566.7,144398.424,0.681017865
3,9,2604752,3023010,310361859.8,540997.92,1.16057498
2,40,78571,121453,9481371.4,9571.36,1.545773886
2,24,3928815,4707499,559977697.6,347593.35,1.198198184
4,4,56460,107740,3770683.2,2856.6,1.908253631
2,10,2000212,7374681,313853476.9,654069.96,3.686949683
2,42,1117720,3218289,186240454.4,365847.6,2.879333822
3,44,828103,2813045,118652602.5,220587.81,3.396974772
2,40,82125,116997,6113950,17816.25,1.424621005
2,49,124584,152500,9794367.28,25146,1.224073717
0,2,819731,501365,78989422.8,231721.99,0.611621373
0,2,183323.17,163692,23455310.88,26331.7072,0.892914955
2,49,275861,344823,40643976.56,88034.13,1.249988219
2,25,655600,1045200,81726676,138232,1.594264796
1,34,1390148,4289454,136596849,330635.52,3.08560959
1,20,13043,50137,1059620.13,1304.19,3.843977613
2,49,275861,344823,39643976.56,85034.13,1.249988219
3,23,63602,124605,6627151.84,10356.42,1.959136505
2,40,71810,114896,8647582,16133.5,1.6
2,48,6096,12907,422891.68,1476,2.117290026
2,24,3939826,6300825,656999651.5,1291142.58,1.59926479
1,34,1271772,4616835,216439558.7,464555.64,3.630237967
1,2,334000,816000,43555600,50440,2.443113772
3,4,486,1113,1926633.44,5839.62,2.290123457
2,40,75380,111252,9367304,17367.8,1.475882197
2,59,5631949,11938078,932523048.4,1342667.76,2.11970634
3,63,1330,3150,2779073.7,8680.8,2.368421053
2,25,741042,1584355,115017942.2,238543.86,2.138009721
3,53,10920,26585,2186078.8,9379.2,2.43452381
2,43,35471,115996,510919.58,486.96,3.27016436
2,53,4650,13501,1275437,5209.5,2.90344086
3,4,550,883,920530.5,2851.5,1.605454545
2,20,246539,620027,35815100.16,84684.82,2.514924616
2,56,2803076,8379635,398951991,246276.84,2.989442669
2,49,115481,114116,8409522.8,24489.49,0.988179874
1,22,70577,228104,10122305.52,20113.49,3.231987758
1,16,69640,161900,8672330,18374,2.324813326
2,42,1117720,3218289,185240454.4,362847.6,2.879333822
2,43,27730,78489,3378844.3,6150.9,2.830472413
1,42,284632,822692,32350352.72,50619.04,2.890370724
1,16,26500,61100,508755,625,2.305660377
3,53,9006,26378,640454.24,3028.02,2.928936265
2,24,3939826,6300825,656999651.5,1291142.58,1.59926479
2,16,1424765,2668600,221315001.6,532410.7,1.873010637
2,43,27219,71279,3285359.36,7343.22,2.618722216
1,16,26178,62200,3121464.32,6947.64,2.37604095
1,2,268081,506455,25486402.8,74743.49,1.889186477
3,63,200,250,1980966,5938,1.25
0,23,32678,43762,2918745.76,3862.38,1.339188445
2,49,120020,129505,8422303.4,28206.2,1.079028495
2,25,651400,1193200,63475572,153336,1.831747006
0,9,556827,949371,84333737.75,191889.45,1.704965815
0,9,445393,615668,71242744.6,152887.55,1.38230282
1,25,3900,10700,1617137,4986,2.743589744
2,45,9790,23690,825983.2,3944.1,2.419816139
2,56,2578000,8191000,342905200,409480,3.177269201
2,25,622100,1015900,60463480,177409,1.6330172
2,31,212680,480240,33328274.8,45043.2,2.258040248
2,17,2027000,3546790,318083570,662910,1.749773064
3,56,1504200,4872200,147614960,433218,3.239063954
1,42,255223,869134,41754956.96,81223.59,3.40539058
3,56,585363,2768647,88706879.75,201877.05,4.729795016
3,0,1769203,2877371,172115712.9,415608.72,1.626365657
0,58,51922,141234,5502209.78,8018.94,2.720118639
3,58,162445,336416,12947225.65,33235.7,2.070953246
2,59,5726527,12262794,543993574.6,1772223.37,2.141401586
2,16,1339000,2330000,125432630,409090,1.740104556
1,34,1556662,4358011,220664932.5,134099.58,2.799587194
3,42,40982,89072,4862065.28,688.38,2.173441999
1,58,47290.01,149217,1922022.475,2394.2967,3.155359874
1,58,49693,153463,5823665.92,12883.34,3.088221681
3,56,759034,3358137,113583772.6,247481.22,4.424224738
1,20,14703,55577,746765.25,3853.95,3.779976875
1,42,264028,892066,37149405.72,68287.56,3.378679534
2,17,1634912,1325175,217097260.8,258585.92,0.810548213
3,23,63862,162180,6786851.5,13351.7,2.53953838
2,45,14740,21190,458965.2,537.6,1.437584803
2,25,787300,1672585,112756977,209571,2.124457005
3,0,1793994,2692709,188396583.2,478378.38,1.50095764
2,56,1634921,5097447,243807674.2,530523.93,3.117855236
1,0,400402,1191244,60039290.88,143152.76,2.975120004
3,58,88990,254450,12433930.4,26366.7,2.859310035
3,23,13628,63081,1340745.28,2042.36,4.628778984
3,20,9923,31208,732733.67,3816.94,3.145016628
1,42,343122,1035706,47080170.88,24880.98,3.018477393
3,58,162445,336416,14947225.65,39235.7,2.070953246
3,53,10920,26585,1186078.8,6379.2,2.43452381
3,0,1793994,2692709,187396583.2,475378.38,1.50095764
1,9,116885,169902,9569277.3,22052.4,1.453582581
2,40,80222,120365,6513960.86,15659.94,1.500398893
0,2,149362.86,77860,14911594.17,22366.2006,0.521280859
2,22,257440,616820,24481411.2,58785.6,2.395975761
0,58,63981,161477,8658571.76,18113.73,2.523827386
2,45,12140,20973,1016575.4,86.4,1.727594728
2,22,15228,16175,1615561.28,2634.36,1.062188075
2,9,126106,243661,10879205.78,26787.56,1.932191965
3,58,162445,336416,13947225.65,36235.7,2.070953246
2,4,62372,95115,4162353.6,12087.88,1.524963124
2,17,5514025,6663769,583203473.3,1482786.75,1.208512656
3,58,147384,266674,11588068.32,26372.16,1.809382294
2,40,71810,114896,9647582,19133.5,1.6
0,2,678000,563000,109622580,153720,0.830383481
0,58,63232,161083,7535385.6,13601.92,2.547491776
1,10,236904,992095,35425828.8,73916.4,4.187751157
3,56,1117700,3291700,105371509,343487,2.94506576
2,43,52191,121679,4962279.4,2350.56,2.331417294
2,45,14740,21190,541034.8,2462.4,1.437584803
1,22,70742,232551,9474352.4,18759.7,3.287311639
2,22,253067,602947,29347794.64,50144.07,2.382558769
2,31,244000,645600,33393000,73400,2.645901639
1,59,2829,6741,711074.23,2264.46,2.382820785
2,31,165370,389170,20119402.7,33381.4,2.353328899
0,31,88370,200290,4730956,13627.3,2.266493154
2,4,50619,25789,4464552.49,5136.18,0.509472728
3,2,849093,1248966,127179079.3,277200.69,1.470941346
2,48,5848,16826,51454.4,953.2,2.877222982
3,23,13628,63081,1340745.28,2042.36,4.628778984
1,53,5098,13451,1205629.64,5133.34,2.638485681
1,0,311437,610136,32741084.58,62401.77,1.959099272
3,34,3639538,7202760,355293445.5,940279.88,1.979031405
3,23,63602,124605,6627151.84,10356.42,1.959136505
1,34,1295678,4671912,200991544.3,483357.64,3.605766247
3,43,14130,39236,133064.8,1337.1,2.776786978
2,40,71810,114896,10647582,22133.5,1.6
1,53,4647,12395,1380090.2,5256.48,2.667312244
2,49,261663,545186,37458780.4,75115.53,2.083542572
2,45,9790,23690,1825983.2,6944.1,2.419816139
3,23,3929,13846,1583015.23,4939.17,3.524051922
0,34,339753,719205,32628751.94,78540.72,2.11684665
2,2,4273000,3278000,403524910,1065250,0.767142523
2,49,120020,129505,10422303.4,34206.2,1.079028495
1,0,400402,1191244,61039290.88,146152.76,2.975120004
2,10,1396651,3222776,136240516,329196.24,2.307502733
2,25,741042,1584355,115017942.2,238543.86,2.138009721
3,2,1014731.14,1306932,133365134.1,156356.9824,1.287958897
2,63,168570,240310,25266577.4,25656.9,1.425579878
