Season,State,Area(hec),Production(Ton),Yield(Ton/hector)
2,16,1424765,2668600,1.873010637
2,20,270608,551716,2.038801514
0,2,153608.9,105328,0.685689436
0,2,136359.61,89082,0.653287289
3,53,8382,24736,2.95108566
1,25,3900,10700,2.743589744
1,16,25100,50500,2.011952191
3,23,9854,39940,4.053176375
2,17,1697346,975274,0.574587621
1,59,23984,62203,2.59352068
1,2,224780,793690,3.530963609
2,20,246539,620027,2.514924616
3,58,174714,346022,1.980505283
3,63,3550,8950,2.521126761
2,59,5837445,12434053,2.130050562
1,16,26500,61100,2.305660377
0,4,22633,25671,1.134228781
3,42,18686,49615,2.655196404
2,43,52985,128945,2.433613287
0,34,425002,740688,1.742787093
0,34,227829,591451,2.596030356
2,2,4273000,3278000,0.767142523
1,58,47290.01,149217,3.155359874
1,59,23984,62203,2.59352068
2,25,664000,1028700,1.549246988
2,24,3928815,4707499,1.198198184
3,53,10920,26585,2.43452381
3,58,148893,335529,2.253490762
2,42,1035111,3057894,2.954170132
3,42,54629,158046,2.893078768
2,31,122690,257580,2.099437607
1,2,224780,793690,3.530963609
2,42,1117720,3218289,2.879333822
1,16,47541,132050,2.77760249
3,9,4234443,5722449,1.351405368
2,43,31255,81229,2.598912174
2,24,3939826,6300825,1.59926479
0,58,77533,168108,2.168212245
1,10,236904,992095,4.187751157
0,31,88370,200290,2.266493154
2,42,1117720,3218289,2.879333822
0,2,854570,464250,0.543255672
3,58,170228,373259,2.192700378
1,59,18175,40620,2.234938102
2,16,1445700,2395100,1.656706094
3,53,13961,30220,2.16460139
2,59,5837445,12434053,2.130050562
2,43,31166,59267,1.90165565
2,42,1000025,3057611,3.057534562
3,53,10920,26585,2.43452381
2,11,3103000,12822000,4.132130197
1,25,11800,54700,4.63559322
3,56,761911,3402713,4.466024247
1,2,301000,1002000,3.328903654
1,9,96160,182628,1.899209651
1,53,5689,15537,2.73105994
1,42,278414,851657,3.05895896
3,23,9854,39940,4.053176375
0,23,33646,78965,2.346935743
3,0,1857410,3655430,1.968025369
2,17,1766150,1685799,0.954504997
2,42,1000025,3057611,3.057534562
2,43,30632,72221,2.357697832
0,2,797000,743000,0.932245922
2,1,1046588,3194000,3.051821729
3,23,4003,13135,3.281289033
3,56,1377866,4881871,3.543066597
2,45,15908,23439,1.473409605
2,20,259805,523203,2.013829603
3,34,4086590,10074261,2.465199837
2,53,4325,15281,3.533179191
2,10,1903772,7458657,3.917831022
3,42,43861,144235,3.288456716
3,53,10324,23489,2.275184037
2,43,28330,80114,2.827885634
2,4,12700,25304,1.992440945
0,2,149362.86,77860,0.521280859
1,42,284632,822692,2.890370724
0,2,797000,743000,0.932245922
0,58,120217,235849,1.961860635
1,42,150993,484330,3.207632142
2,49,262012,615799,2.350270217
2,63,163680,261920,1.600195503
2,20,246539,620027,2.514924616
2,42,1075993,2770413,2.574750022
3,0,1769203,2877371,1.626365657
0,4,22633,25671,1.134228781
2,43,24411,60556,2.480684937
3,53,8382,24736,2.95108566
3,34,4270328,8915100,2.087685068
2,1,1211149,3299000,2.72385974
2,56,2108904,5841539,2.76994069
2,25,658500,1228400,1.865451784
0,9,549012,725206,1.320929233
1,34,1369892,4506848,3.289929425
2,49,121570,155993,1.283153739
1,20,13043,50137,3.843977613
2,59,5842029,13241518,2.266595732
2,56,2215067,6392717,2.886015186
2,49,273582,663755,2.426164733
2,44,920307,2854873,3.102087673
2,53,26263,66868,2.546091459
3,44,495113,1690109,3.413582354
0,0,307988,355825,1.155320987
2,48,7303,10799,1.478707381
2,45,13000,22230,1.71
2,59,5837445,12434053,2.130050562
2,43,33638,78705,2.339764552
3,42,43192,94196,2.180866827
3,23,9854,39940,4.053176375
1,16,26800,60800,2.268656716
3,58,147384,266674,1.809382294
3,4,487,998,2.049281314
2,4,16039.7,35029,2.183893714
2,48,6053,11420,1.886667768
1,9,116885,169902,1.453582581
1,53,4647,12395,2.667312244
2,63,163680,261920,1.600195503
3,2,922658.68,974008,1.055653646
0,34,212132,453439,2.137532291
2,10,1725730,7115195,4.123005916
3,63,5250,14850,2.828571429
2,49,250625,391529,1.562210474
2,63,201860,491660,2.435648469
2,11,2802000,11236000,4.009992862
3,23,62825,115388,1.836657382
1,58,43850,105032,2.395256556
2,59,5837445,12434053,2.130050562
2,24,3939826,6300825,1.59926479
2,17,5514025,6663769,1.208512656
2,49,283443,572213,2.018793902
3,42,40896,102639,2.509756455
1,20,15682,51570,3.288483612
3,23,13624,63050,4.627862595
2,9,591705,786858,1.329814688
3,42,18686,49615,2.655196404
2,11,2735000,11000000,4.021937843
2,20,259805,523203,2.013829603
2,11,3046000,12638000,4.149047932
1,25,3900,10700,2.743589744
0,23,32679,44736,1.368952538
3,0,1793994,2692709,1.50095764
3,22,148232,455932,3.075800097
2,42,1035111,3057894,2.954170132
3,63,1330,3150,2.368421053
2,9,126106,243661,1.932191965
1,2,293000,652000,2.225255973
2,40,71810,114896,1.6
3,56,1165454,3581740,3.073257289
1,20,14703,55577,3.779976875
0,34,393944,683950,1.73616047
1,0,294654,653783,2.218815967
0,23,32570,41908,1.286705557
3,2,3222020,8052660,2.499258229
0,34,288129,605612,2.101877978
2,23,102657,165907,1.616129441
2,63,141000,205000,1.453900709
3,56,1406000,5133000,3.650782361
1,53,4297,15518,3.611356761
1,23,9224,37439,4.05886817
3,53,10920,26585,2.43452381
1,34,1221076,3875100,3.173512541
1,25,32600,97900,3.003067485
1,9,124874,246807,1.97644826
1,16,25100,50500,2.011952191
1,22,70577,228104,3.231987758
2,42,1117720,3218289,2.879333822
1,53,5098,13451,2.638485681
0,2,137925,154026,1.116737357
2,24,3828992,5567644,1.454075642
1,22,70577,228104,3.231987758
2,20,261319,544497,2.083648721
3,23,63883,162272,2.5401437
1,9,116220,166198,1.430029255
1,53,3941,12049,3.057345851
2,1,1353000,4142000,3.061345159
0,0,196188,280693,1.430734805
3,34,4051084,9393991,2.318883291
2,63,155000,235000,1.516129032
0,0,539665,557764,1.033537472
1,0,395518,1025571,2.592981862
2,40,80222,120365,1.500398893
3,34,4270328,8915100,2.087685068
0,34,288129,605612,2.101877978
2,56,2803076,8379635,2.989442669
2,16,1457100,2466400,1.692677236
3,2,3379000,5338000,1.579757325
0,34,212132,453439,2.137532291
2,42,1129883,2906761,2.572621236
2,22,254254,711831,2.799684567
3,0,1879539,4082738,2.172201801
3,0,1743321,1647296,0.944918348
1,9,95682,176656,1.846282477
1,34,1376387,4257111,3.092960773
1,34,1221076,3875100,3.173512541
3,2,1014731.14,1306932,1.287958897
3,9,2842875,4684328,1.647743218
1,10,236904,992095,4.187751157
0,58,70498.28,170262,2.415122752
1,2,293000,652000,2.225255973
2,43,15169,40864,2.693915222
3,4,119,238,2
3,23,63484,142867,2.250441056
1,25,52616,140196,2.664512696
1,16,27800,64300,2.31294964
1,53,5689,15537,2.73105994
3,56,1337020,4922944,3.682027195
2,2,4273000,3278000,0.767142523
3,4,2232,3675,1.646505376
0,58,120217,235849,1.961860635
2,56,2640870,6949186,2.631400258
2,22,257273,746954,2.903351693
3,43,14490,46397,3.20200138
1,22,70742,232551,3.287311639
2,16,1567500,3016600,1.92446571
0,2,136359.61,89082,0.653287289
3,56,1337020,4922944,3.682027195
2,22,257440,616820,2.395975761
2,56,2848794,7056175,2.476898997
2,42,1117720,3218289,2.879333822
2,16,1487200,2590400,1.741796665
1,59,25659,79891,3.11356639
2,42,1096198,2678951,2.443856858
0,2,137925,154026,1.116737357
0,0,379441,335708,0.88474361
2,16,1488200,2098200,1.409891144
3,0,1773211,2865843,1.616188372
2,20,246959,551758,2.234208917
1,17,34311,94770,2.76208796
2,42,1087967,2393946,2.200384754
2,59,5904128,11672250,1.976964253
1,42,343122,1035706,3.018477393
2,43,31247,78770,2.520882005
1,2,236000,755000,3.199152542
3,53,8382,24736,2.95108566
3,4,450,947,2.104444444
3,63,4520,12220,2.703539823
2,49,122740,134807,1.098313508
2,31,244000,645600,2.645901639
1,10,276272,1234550,4.468603405
2,31,162570,387270,2.382173833
1,25,84200,267900,3.181710214
2,16,1488200,2098200,1.409891144
1,0,399132,1189858,2.981114017
3,42,40896,102639,2.509756455
1,16,42800,111200,2.598130841
3,0,1762324,3213979,1.823716297
2,17,1706557,1571103,0.920627322
0,31,88370,200290,2.266493154
0,23,32570,41908,1.286705557
1,42,278414,851657,3.05895896
0,2,153608.9,105328,0.685689436
3,0,1707340,2594392,1.519552052
2,16,1457100,2466400,1.692677236
0,9,546872,727414,1.330135754
1,53,3941,12049,3.057345851
2,16,1516400,2784600,1.83632287
2,43,27630,77109,2.790770901
0,23,32560,41798,1.283722359
1,58,47290.01,149217,3.155359874
1,59,26051,74184,2.847645004
2,25,741042,1584355,2.138009721
2,49,120020,129505,1.079028495
2,48,8431,28216,3.346696715
2,49,259892,500880,1.927262093
2,16,1417445,3143748,2.217897696
1,59,29947,75449,2.519417638
0,2,150654,126012,0.836433151
2,45,13000,22230,1.71
2,45,9790,23690,2.419816139
2,20,259805,523203,2.013829603
1,2,293000,652000,2.225255973
2,17,1634912,1325175,0.810548213
2,53,3817,12250,3.209326696
2,56,1634921,5097447,3.117855236
0,2,614160.1,418254,0.681017865
0,58,120217,235849,1.961860635
0,9,524266,318517,0.607548458
3,53,8382,24736,2.95108566
3,23,63484,142867,2.250441056
1,42,324525,990578,3.052393498
2,43,27630,77109,2.790770901
2,10,1396651,3222776,2.307502733
3,63,200,250,1.25
3,42,40896,102639,2.509756455
3,43,10543,28582,2.710993076
1,53,5689,15537,2.73105994
2,25,763205,1671308,2.189854626
3,56,1584140,5861498,3.700113626
3,53,12061,33581,2.784263328
2,25,583500,472600,0.809940017
2,24,3905319,5441525,1.393362488
1,16,41400,98700,2.384057971
2,25,658500,1228400,1.865451784
1,59,7839,18016,2.298252328
1,53,5689,15537,2.73105994
0,23,32604,37918,1.162986137
3,42,50456,102312,2.027746948
1,59,5629,12643,2.246047255
0,4,25826,26644,1.031673507
2,53,4237,12794,3.019589332
2,20,273662,540128,1.973704789
2,25,741042,1584355,2.138009721
2,63,201860,491660,2.435648469
2,10,1789170,5039954,2.816922931
3,42,54629,158046,2.893078768
3,53,10920,26585,2.43452381
3,43,11301,31718,2.806654278
1,25,23900,83800,3.506276151
0,58,105349,241824,2.295456056
2,9,126106,243661,1.932191965
0,2,188422.33,162674,0.863347778
3,4,119,238,2
3,20,3761,11855,3.152087211
0,4,18510,22904,1.237385197
2,22,15382,16267,1.057534781
2,45,15874,21957,1.383205241
2,22,242966,627175,2.581328252
2,56,1634921,5097447,3.117855236
3,23,63862,162180,2.53953838
3,53,10920,26585,2.43452381
3,23,61752,115533,1.870919161
0,53,5348,15278,2.856768886
2,49,118601,132690,1.118793265
1,17,34311,94770,2.76208796
2,42,1030464,2103709,2.041516249
3,42,52005,106335,2.04470724
3,63,3550,8950,2.521126761
0,9,556827,949371,1.704965815
2,25,664400,984900,1.482390126
2,49,244051,415342,1.701865594
2,45,15874,21957,1.383205241
0,34,281618,565825,2.009193304
1,0,416353,1224046,2.939923574
1,0,311437,610136,1.959099272
3,2,995583.37,1175595,1.180810202
3,0,1769203,2877371,1.626365657
1,23,9224,37439,4.05886817
2,53,4237,12794,3.019589332
1,59,18849,48358,2.565547244
2,24,3810112,5073721,1.331646156
2,24,3939826,6300825,1.59926479
1,42,209257,935326,4.469747726
3,43,17330,54665,3.154356607
1,25,54751,161497,2.94966302
2,45,9200,21450,2.331521739
2,56,2921793,7509866,2.570293652
1,10,339990,1463054,4.303226565
0,4,22633,25671,1.134228781
2,11,3046000,12638000,4.149047932
2,42,1079193,2599170,2.408438528
3,42,18686,49615,2.655196404
2,20,259805,523203,2.013829603
2,48,5973,17260,2.889670182
1,58,43850,105032,2.395256556
2,53,4237,12794,3.019589332
0,34,288129,605612,2.101877978
2,20,270608,551716,2.038801514
1,59,26051,74184,2.847645004
3,53,13961,30220,2.16460139
1,42,284632,822692,2.890370724
3,4,486,1113,2.290123457
0,34,384965,796652,2.069414103
2,59,5631949,11938078,2.11970634
2,56,1526425,5342033,3.499702245
2,59,5842029,13241518,2.266595732
2,10,1396651,3222776,2.307502733
3,2,1016623,674135,0.663112088
2,16,1339000,2330000,1.740104556
3,23,63434,125124,1.972506858
3,44,742508,2533895,3.41261643
2,24,3982172,7848401,1.970884482
1,34,1556662,4358011,2.799587194
3,2,3222020,8052660,2.499258229
2,63,155000,235000,1.516129032
3,0,1888683,3727039,1.97335339
2,25,583500,472600,0.809940017
1,34,1295678,4671912,3.605766247
1,53,5689,15537,2.73105994
3,58,148893,335529,2.253490762
2,16,1417445,3143748,2.217897696
2,56,2062870,5956396,2.887431588
0,2,757000,765000,1.010568032
3,2,3417000,5266000,1.54111794
1,34,1206829,3569520,2.957767836
2,45,10669,19687,1.845252601
1,42,278414,851657,3.05895896
2,25,849599,1821136,2.14352418
3,58,148893,335529,2.253490762
2,48,7039,19873,2.823270351
2,56,2062870,5956396,2.887431588
2,56,2382500,5218300,2.190262329
1,16,74896,195623,2.611928541
0,10,206535,847692,4.104350352
1,10,236904,992095,4.187751157
3,42,43192,94196,2.180866827
1,58,49762,148370,2.98159238
3,34,4051084,9393991,2.318883291
3,43,17330,54665,3.154356607
2,25,751300,1521800,2.025555703
0,0,238178,308745,1.296278414
2,17,1766150,1685799,0.954504997
2,16,1424765,2668600,1.873010637
1,59,29947,75449,2.519417638
2,56,2921793,7509866,2.570293652
2,16,1491300,2488600,1.66874539
1,53,5689,15537,2.73105994
2,49,262012,615799,2.350270217
0,22,37775,104258,2.759973527
2,24,3828992,5567644,1.454075642
3,43,13614,36579,2.686866461
2,1,1384700,4451000,3.214414675
2,48,5884,16837,2.861488783
1,34,1376387,4257111,3.092960773
2,31,166150,406150,2.444477881
1,25,54751,161497,2.94966302
3,53,10920,26585,2.43452381
1,59,18175,40620,2.234938102
1,16,37400,91690,2.451604278
3,0,1875601,3297591,1.758151654
2,10,1789170,5039954,2.816922931
2,53,4650,13501,2.90344086
1,0,325987,653036,2.003257799
2,56,1634921,5097447,3.117855236
3,56,1584140,5861498,3.700113626
1,42,103711,307524,2.965201377
2,16,1535300,2912800,1.897218785
0,34,212132,453439,2.137532291
2,25,664000,1028700,1.549246988
2,1,1206255,3941000,3.267136717
2,11,2802000,11236000,4.009992862
3,0,1707340,2594392,1.519552052
1,0,400873,1145512,2.857543412
2,43,27630,77109,2.790770901
2,1,1558900,5194600,3.332221438
0,9,533233,503448,0.944142617
1,2,292610,932910,3.188236902
2,40,71613,114785,1.602851438
2,20,261319,544497,2.083648721
1,17,34311,94770,2.76208796
3,23,63484,142867,2.250441056
2,11,2818000,10542000,3.740951029
2,45,12070,20880,1.729908865
3,43,17330,54665,3.154356607
2,59,5631949,11938078,2.11970634
3,0,1636050,2574284,1.573475138
2,56,2848794,7056175,2.476898997
2,1,1083052,2563000,2.366460705
1,23,12777,46943,3.674023636
3,34,3783766,8917625,2.35681197
3,56,829557,3798058,4.578417155
1,25,24600,74300,3.020325203
1,34,1295678,4671912,3.605766247
0,23,22569,48727,2.159023439
3,43,13614,36579,2.686866461
2,63,179780,396230,2.203971521
2,22,15228,16175,1.062188075
2,17,2027000,3546790,1.749773064
2,10,1396651,3222776,2.307502733
2,25,763205,1671308,2.189854626
2,25,622100,1015900,1.6330172
1,34,1310585,4424392,3.375890919
2,59,5631949,11938078,2.11970634
1,0,400402,1191244,2.975120004
1,59,26051,74184,2.847645004
1,0,319480,573189,1.794131088
1,23,9791,39910,4.076192422
2,43,35471,115996,3.27016436
1,59,25659,79891,3.11356639
2,42,964087,3088937,3.204002336
3,20,3761,11855,3.152087211
3,42,54629,158046,2.893078768
2,16,1424765,2668600,1.873010637
3,4,148,187,1.263513514
0,23,32678,43762,1.339188445
2,49,261663,545186,2.083542572
3,42,53889,109350,2.029171074
2,16,1491300,2488600,1.66874539
2,4,50619,25789,0.509472728
3,2,980642.41,901045,0.918831361
0,23,32570,41908,1.286705557
2,11,2849000,11390000,3.997893998
2,56,1634921,5097447,3.117855236
2,49,273582,663755,2.426164733
1,42,209257,935326,4.469747726
2,45,15874,21957,1.383205241
3,0,1636050,2574284,1.573475138
1,20,17370,61915,3.564478987
0,34,210036,493651,2.350316136
2,53,4325,15281,3.533179191
3,42,51782,106072,2.048433819
2,49,261663,545186,2.083542572
2,43,15169,40864,2.693915222
2,49,115481,114116,0.988179874
0,34,288129,605612,2.101877978
2,63,150000,223400,1.489333333
1,59,2829,6741,2.382820785
0,58,120217,235849,1.961860635
3,23,62892,117116,1.862176429
1,59,26051,74184,2.847645004
3,44,495113,1690109,3.413582354
2,49,115481,114116,0.988179874
3,0,1890960,3767357,1.992298621
2,56,1634921,5097447,3.117855236
0,23,33494,78214,2.335164507
3,56,1504200,4872200,3.239063954
0,58,120217,235849,1.961860635
1,58,37186,83239,2.238449954
2,17,1634912,1325175,0.810548213
1,59,21621,45666,2.112113223
1,59,26051,74184,2.847645004
0,0,276486,338015,1.222539297
2,49,273582,663755,2.426164733
3,9,2684379,7141115,2.660248422
2,10,1905726,5792415,3.039479442
2,25,726000,1376300,1.895730028
3,34,4001936,9649942,2.411318422
2,53,42779,103606,2.421889245
2,42,1075993,2770413,2.574750022
1,34,1366273,4166145,3.049277121
2,25,722100,1225500,1.697133361
3,44,495113,1690109,3.413582354
0,2,854570,464250,0.543255672
3,20,3761,11855,3.152087211
3,42,53889,109350,2.029171074
2,48,5848,16826,2.877222982
2,40,80579,137418,1.705382296
2,42,1096198,2678951,2.443856858
1,25,23900,83800,3.506276151
1,0,400873,1145512,2.857543412
1,20,14703,55577,3.779976875
3,44,742508,2533895,3.41261643
0,9,581128,1010341,1.738585991
1,9,116220,166198,1.430029255
0,22,34235,94357,2.756155981
2,11,2800000,10437000,3.7275
3,2,3167000,4702000,1.484685823
3,0,1707340,2594392,1.519552052
2,17,2027000,3546790,1.749773064
3,42,40896,102639,2.509756455
2,25,728300,1423800,1.954963614
0,9,533233,503448,0.944142617
3,10,1204714,3940959,3.271281815
1,20,14703,55577,3.779976875
2,11,2519000,7940000,3.152044462
2,56,2578000,8191000,3.177269201
3,53,10920,26585,2.43452381
3,63,4520,12220,2.703539823
1,59,18849,48358,2.565547244
1,42,278414,851657,3.05895896
3,53,13961,30220,2.16460139
2,4,55880,105713,1.89178597
2,22,253067,602947,2.382558769
2,56,2382500,5218300,2.190262329
1,42,324525,990578,3.052393498
1,34,1221076,3875100,3.173512541
2,25,665600,1157300,1.738731971
1,53,4574,13942,3.048097945
2,20,270608,551716,2.038801514
2,17,1634912,1325175,0.810548213
1,34,1185381,4005685,3.379238405
1,2,234000,782000,3.341880342
3,2,849093,1248966,1.470941346
3,34,3999653,10259384,2.56506852
3,43,14130,39236,2.776786978
3,56,1221899,4328458,3.542402441
2,10,2000212,7374681,3.686949683
3,9,2842875,4684328,1.647743218
3,0,1888683,3727039,1.97335339
1,34,1185381,4005685,3.379238405
1,42,255223,869134,3.40539058
0,2,153608.9,105328,0.685689436
3,9,2907199,4589705,1.578737816
3,42,50456,102312,2.027746948
1,42,364244,1131350,3.106022337
3,34,4010973,10410533,2.595513109
3,0,1880737,3709081,1.972142304
1,42,346510,1057933,3.053109578
3,63,1000,2000,2
0,0,238178,308745,1.296278414
3,43,10543,28582,2.710993076
1,34,1185381,4005685,3.379238405
2,31,244000,645600,2.645901639
0,22,38136,101574,2.66346759
2,45,9501,17636,1.85622566
1,20,14703,55577,3.779976875
3,43,16213,43642,2.691790538
3,43,14130,39236,2.776786978
1,9,60399,128812,2.132684316
3,63,5670,16050,2.830687831
2,20,270608,551716,2.038801514
2,16,1528100,3001640,1.96429553
2,22,255487,491430,1.923502957
0,9,525890,471321,0.896234954
2,42,1075993,2770413,2.574750022
1,42,343122,1035706,3.018477393
0,58,60418,160894,2.663014333
2,10,2204046,7225373,3.278231489
2,17,5514025,6663769,1.208512656
0,2,854570,464250,0.543255672
3,9,2842875,4684328,1.647743218
2,40,83273,85653,1.028580692
3,0,1888683,3727039,1.97335339
2,56,2487000,7167000,2.881785283
0,4,20064,23583,1.175388756
2,16,1487200,2590400,1.741796665
2,24,3939826,6300825,1.59926479
2,56,1634921,5097447,3.117855236
2,2,4273000,3278000,0.767142523
1,53,2015,5831,2.893796526
3,42,52005,106335,2.04470724
3,0,1636050,2574284,1.573475138
2,4,16862,36979,2.193037599
2,49,250044,492732,1.970581178
2,17,1634912,1325175,0.810548213
2,56,2640870,6949186,2.631400258
3,0,1636050,2574284,1.573475138
3,43,17330,54665,3.154356607
0,10,206535,847692,4.104350352
0,34,320822,653044,2.035533723
2,1,1244000,4041000,3.248392283
2,10,2204046,7225373,3.278231489
2,20,270608,551716,2.038801514
2,24,3828992,5567644,1.454075642
2,31,122690,257580,2.099437607
2,11,2802000,11236000,4.009992862
3,56,712766,2272773,3.188666407
2,40,80579,137418,1.705382296
2,20,273662,540128,1.973704789
2,17,2027000,3546790,1.749773064
1,59,23642,59496,2.516538364
1,42,185162,587711,3.174036789
1,34,1556662,4358011,2.799587194
2,20,259805,523203,2.013829603
3,23,63889,162321,2.540672103
3,2,849093,1248966,1.470941346
3,53,12061,33581,2.784263328
2,1,1072545,3606000,3.362096695
3,56,865734,3111263,3.593786313
3,58,100824,285614,2.832797747
1,42,343122,1035706,3.018477393
0,0,238178,308745,1.296278414
2,10,1905726,5792415,3.039479442
2,31,237000,508140,2.144050633
2,56,2812400,7005800,2.491039681
2,31,244000,645600,2.645901639
2,43,35471,115996,3.27016436
1,42,255223,869134,3.40539058
1,20,13953,44845,3.214004157
3,53,11411,28051,2.458242047
2,23,105402,149742,1.42067513
2,45,13000,22230,1.71
3,2,954735.25,536165,0.561585005
2,59,5837445,12434053,2.130050562
2,49,126799,164538,1.29762853
3,2,3379000,5338000,1.579757325
1,34,1221076,3875100,3.173512541
2,11,2802000,11236000,4.009992862
3,44,297475,850259,2.858253635
1,34,1366273,4166145,3.049277121
0,9,534477,477325,0.8930693
3,2,3130820,6280410,2.005995234
2,43,15169,40864,2.693915222
2,16,1339000,2330000,1.740104556
2,56,2426073,6500545,2.679451525
1,53,3941,12049,3.057345851
1,58,47290.01,149217,3.155359874
2,43,24411,60556,2.480684937
3,42,53480,99699,1.864229619
2,56,1563887,5243250,3.352703872
3,58,148893,335529,2.253490762
3,23,63883,162272,2.5401437
1,59,25659,79891,3.11356639
2,43,52177,147236,2.821856373
2,56,2487000,7167000,2.881785283
0,58,116540,235838,2.023665694
2,17,2027000,3546790,1.749773064
2,16,1488200,2098200,1.409891144
2,4,62372,95115,1.524963124
2,40,75380,111252,1.475882197
2,59,5631949,11938078,2.11970634
2,16,1339000,2330000,1.740104556
1,59,25121,54221,2.158393376
2,31,212680,480240,2.258040248
1,10,339990,1463054,4.303226565
3,0,1793994,2692709,1.50095764
2,59,5837298,14353736,2.458969201
3,53,10920,26585,2.43452381
0,23,32604,37918,1.162986137
0,34,212132,453439,2.137532291
3,2,1014731.14,1306932,1.287958897
3,58,147384,266674,1.809382294
1,53,4647,12395,2.667312244
3,53,10920,26585,2.43452381
3,56,1406000,5133000,3.650782361
2,48,7248,20198,2.786699779
3,0,1888683,3727039,1.97335339
0,0,398316,398077,0.999399974
2,43,33728,90072,2.670540797
1,59,27063,70171,2.592875882
2,56,2062870,5956396,2.887431588
1,34,1406078,4198595,2.986032781
2,10,1396651,3222776,2.307502733
1,9,116220,166198,1.430029255
3,63,1000,2000,2
0,2,797000,743000,0.932245922
0,0,340830,334655,0.981882463
2,56,2921793,7509866,2.570293652
0,23,32604,37918,1.162986137
1,42,346510,1057933,3.053109578
2,56,2848794,7056175,2.476898997
2,43,52191,121679,2.331417294
2,63,201860,491660,2.435648469
0,4,20064,23583,1.175388756
1,53,4710,12773,2.711889597
1,20,14703,55577,3.779976875
3,53,10920,26585,2.43452381
3,43,17330,54665,3.154356607
0,22,38136,101574,2.66346759
2,25,583500,472600,0.809940017
3,44,1585062,5900447,3.722533882
3,23,63862,162180,2.53953838
3,58,162445,336416,2.070953246
2,53,4325,15281,3.533179191
2,53,3817,12250,3.209326696
1,20,13953,44845,3.214004157
2,20,271671,520831,1.917138745
3,23,62892,117116,1.862176429
2,22,242966,627175,2.581328252
3,53,10920,26585,2.43452381
3,34,4010973,10410533,2.595513109
2,63,141000,205000,1.453900709
2,43,27730,78489,2.830472413
3,63,1000,2000,2
1,20,5655,21126,3.735809019
2,53,4237,12794,3.019589332
0,34,283859,575294,2.026689307
2,20,259805,523203,2.013829603
0,34,283859,575294,2.026689307
1,34,1286995,4338142,3.3707528
1,53,5689,15537,2.73105994
0,4,22633,25671,1.134228781
3,4,486,1113,2.290123457
2,53,4298,16082,3.741740344
0,4,20064,23583,1.175388756
1,53,4515,16626,3.682392027
2,2,4273000,3278000,0.767142523
3,2,3222020,8052660,2.499258229
2,31,244000,645600,2.645901639
1,16,69640,161900,2.324813326
2,40,82125,116997,1.424621005
2,42,1087967,2393946,2.200384754
2,16,1339000,2330000,1.740104556
2,42,1120549,2792657,2.492222116
2,56,2873949,8563334,2.979640209
2,16,1516400,2784600,1.83632287
1,58,47290.01,149217,3.155359874
3,4,486,1113,2.290123457
2,40,80579,137418,1.705382296
1,9,125349,213158,1.700516159
2,24,3937796,6637737,1.685647758
2,49,273582,663755,2.426164733
2,45,15874,21957,1.383205241
3,56,871135,3208328,3.682928593
0,34,425002,740688,1.742787093
1,9,124429,236446,1.900248334
1,20,14703,55577,3.779976875
2,1,1027505,2726000,2.653028452
3,0,1857410,3655430,1.968025369
1,9,116220,166198,1.430029255
2,56,1705555,4356822,2.554489301
2,11,2849000,11390000,3.997893998
2,49,131000,220000,1.679389313
1,34,1290020,4351753,3.373399637
3,0,1879539,4082738,2.172201801
3,53,10324,23489,2.275184037
2,43,15169,40864,2.693915222
2,22,265999,718304,2.700401129
0,2,145866,88110,0.60404755
3,4,148,187,1.263513514
3,42,40896,102639,2.509756455
3,56,1455643,5326634,3.659299705
1,16,25100,50500,2.011952191
3,56,1221899,4328458,3.542402441
3,0,1635230,2288114,1.399261266
3,56,644417,2991289,4.641853024
4,4,56460,107740,1.908253631
2,43,41000,96568,2.355317073
3,9,2842875,4684328,1.647743218
3,56,1165454,3581740,3.073257289
3,43,13614,36579,2.686866461
2,22,254254,711831,2.799684567
3,43,15980,42773,2.676658323
3,2,3376000,5910000,1.750592417
2,42,1079193,2599170,2.408438528
2,11,3046000,12638000,4.149047932
1,25,24600,74300,3.020325203
3,23,13624,63050,4.627862595
3,53,10920,26585,2.43452381
2,24,4052587,8793273,2.16979253
1,58,47290.01,149217,3.155359874
2,4,50619,25789,0.509472728
1,16,42800,111200,2.598130841
3,44,495113,1690109,3.413582354
0,2,153608.9,105328,0.685689436
3,23,13624,63050,4.627862595
3,42,43861,144235,3.288456716
2,43,27630,77109,2.790770901
2,40,71613,114785,1.602851438
2,53,3817,12250,3.209326696
0,0,539665,557764,1.033537472
0,34,339753,719205,2.11684665
2,45,14790,21220,1.434753212
3,58,157004,343792,2.189702173
2,10,1493276,4050334,2.712381368
0,34,425002,740688,1.742787093
2,16,1457100,2466400,1.692677236
1,34,1376387,4257111,3.092960773
3,0,1793994,2692709,1.50095764
1,16,25100,50500,2.011952191
0,23,32678,43762,1.339188445
1,59,24695,61514,2.490949585
2,17,2027000,3546790,1.749773064
0,0,307988,355825,1.155320987
2,16,1500400,2768600,1.845241269
3,58,162445,336416,2.070953246
2,20,246539,620027,2.514924616
3,0,1646992,2238765,1.359305328
0,2,678000,563000,0.830383481
3,0,1707340,2594392,1.519552052
3,0,1879539,4082738,2.172201801
2,4,16804,36471,2.170376101
0,4,25826,26644,1.031673507
2,16,1491300,2488600,1.66874539
2,49,275861,344823,1.249988219
3,56,1377866,4881871,3.543066597
0,2,153608.9,105328,0.685689436
1,59,18175,40620,2.234938102
